text,label
"I'm on the rock and then I check a stock I have to run like a fugitive to save the life I live I'm going to be Iron like a Lion in Zion I'm going to be Iron like a Lion in Zion Iron Lion Zion  I'm on the run but I have got no gun See they want to be the star So they fighting tribal war And they saying Iron like a Lion in Zion Iron like a Lion in Zion Iron Lion Zion  I'm on the rock, running and you running I take a stock, running like a fugitive I had to run like a fugitive just to save the life I live I am going to be Iron like a Lion in Zion I am going to be Iron like a Lion in Zion  Iron Lion Zion, Iron Lion Zion, Iron Lion Zion Iron like a Lion in Zion, Iron like a lion in Zion Iron Like a Lion in Zion",reggae
"Play I some music (this a reggae music) Play I some music (this a reggae music) Roots, rock, reggae (this a reggae music) Roots, rock, reggae (this a reggae music)  Hey Mr Music, you sure sound good to me I can't refuse it, what do we got to be? Feel like dancing, dance cause we are free Feel like dancing, come dance with me  Roots, rock, reggae (this a reggae music) Roots, rock, reggae (this a reggae music) Play I some music (this a reggae music) Play I some music (this a reggae music)  Play I on the R&B, want all my people to see We're bubbling on the top one hundred, just like a mighty dread  Roots, rock, reggae (this a reggae music) Roots, rock, reggae (this a reggae music) Play I some music (this a reggae music) Play I some music (this a reggae music)  This a reggae music  Play I on the R&B, want all my people to see We're bubbling on the top one hundred, just like a mighty dread  Roots, rock, reggae (this a reggae music) Roots, rock, reggae (this a reggae music) Play I some music (this a reggae music) Play I some music (this a reggae music)  This a reggae music",reggae
"Madness, madness They call it madness Madness, madness They call it madness It is plain to see That is what they mean to me Madness, madness I call it gladness Madness, madness They call it madness Madness, madness They call it madness I'm about to explain That someone is losing his brain Madness, madness They call it gladness Propaganda ministers Propaganda ministers I've got a heavy due I'm gonna walk all over you 'Cause Madness, madness I call it gladness Well if this is madness Man I know I'm filled with gladness It's gonna be rougher It's gonna be tougher And I won't be the one who's gonna suffer Oh no, I won't be the one who's gonna suffer You are gonna be the one who's gonna suffer",reggae
"Sailing, sailing, sailing Say when I'm ready you must hold on steady We're moving off at lightening speed, yeah Take a seat and wait 'till I'm ready I'm coming so hold on steady, yeah Big ship sailing on the ocean We don't need no commotion Big ship sailing on the ocean Big ship sailing on the ocean Big ship sailing on the ocean There's a time when the sea gets rough The wind is blowing and the fishes keep movin' What are you doing mister man Sit down hold on tight, get ready 'cause youre sailing Big ship sailing on the ocean We don't need no commotion Big ship sailing on the ocean Get ready 'cause we're moving Big ship sailing on the ocean Big ship sailing on the ocean Say when I'm ready you must hold on steady We're moving off at lightening speed, yeah Take a seat and wait 'till I'm ready I'm coming so hold on steady, 'cause Big ship sailing on the ocean We don't need no commotion Big ship sailing on the ocean We got to come over Say we're sailing on the ocean Say there's a time when the sea gets rough The wind is blowing and the fishes keep movin' What are you doing mister man Sit down hold on tight, get ready 'cause youre sailing Big ship sailing on the ocean We don't need no commotion Big ship sailing on the ocean We got to come over Big ship sailing on the ocean Big ship sailing on the ocean",reggae
Hey! Hey! Hey! Hey! Hey! Hey! Hey! Hey! So they want us to think stupid So they want us to feel stupid That's how they want us to be Hey! Hey! Hey! Hey! Hey! Hey! Hey! Hey! So they want us to think stupid So they want us to feel stupid That's how they want us to be They've been celebrating all these days They've been celebrating all these days So what about the slavery days? So what about the slavery days? They've been celebrating all these days They've been celebrating all these days So what about the slavery days? So what about the slavery days? Hey! Hey! Hey! Hey! Hey! Hey! Hey! Hey! So they want us to think stupid So they want us to feel stupid That's how they want us to be They know that I know. And I know that They know. They know that I know. And I know that they know Hey! Hey! Hey! Hey! Hey! Hey! Hey! Hey! So they want us to think stupid So they want us to feel stupid That's how they want us to do They told us things would be better They told us things would be cheaper They told us things would be easier Hey! Hey! Hey! Hey! Hey! Hey! Hey! Hey! So they want us to think stupid So they want us to feel stupid That's how they want us to be They've been celebrating all these days They've been celebrating all these days So what about the slavery days? So what about the slavery days? They've been celebrating all these days They've been celebrating all these days So what about the slavery days? So what about the slavery days? Hey! Hey! Hey! Hey! Hey! Hey! Hey! Hey! So they want us to think stupid So they want us to feel stupid That's how they want us to be,reggae
"Easy skanking (skanking it easy) Easy skanking (skanking it slow) Easy skanking (skanking it easy) Easy skanking (skanking it slow)  Excuse me while I light my spliff (spliff) Good God, I got to take a lift (lift) From reality I just can't drift (drift) That's why I am staying with this riff (riff)  Take it easy (easy skanking) Lord, I take it easy (easy skanking) Take it easy (easy skanking) Got to take it easy (easy skanking)  See, we're taking it easy (ooh-wah-da da-da) We taking it slow (ooh-wah-da da-da) Taking it easy (easy) Got to take it slow (slow-slow) So take it easy (easy skanking - da-da-da-da-da-da) Wo-oh, take it easy (easy skanking) Take it easy (easy skanking - da-da-da-da-da-da) Take it easy. (easy skanking)  Excuse me while I light my spliff (spliff) Oh, God, I got to take a lift (lift) From reality I just can't drift (drift) That's why I am staying with this riff (riff)  Take it easy (taking it easy) Got to take it easy (taking it slow) Take it easy (taking it easy) Skanky, take it easy (taking it slow)  Tell you what Herb for my wine (ooh-wa-da-da-da) Honey for my strong drink (ooh-wa-da-da-da) Herb for my wine (ooh-wa-da-da-da) Honey for my strong drink  I shake it easy (taking it easy) Skanky, take it easy (skanking it slow) Take it (taking it easy) easy Take it (skanking it slow) easy  Take it easy (taking it easy) Oh-oh-ooh! (skanking it slow) Little bit easier (taking it easy) Skanky, take it easy (skanking it slow) Take it easy Take it easy Take it easy",reggae
"Tell her try her best just to make it quick Woman tend to the sick Because there must be something she can do This heart is broken in two Tell her it's a case of emergency There's a patient by the name of Mickey Night nurse Only you alone can quench this here thirst My night nurse, Oh God Oh the pain is getting worse I don't want to see no Doc I need attendance from my nurse around the clock Because there's no prescription for me She's the one, the only remedy My night nurse Only you alone can quench this here thirst My night nurse Oh the pain is getting worse I'm hurt my love I don't want to see no Doc I need attendance from my nurse around the clock Because there 's no prescription for me She's the one, the only remedy Night nurse Only you alone can quench this here thirst My night nurse Oh the pain is getting worse I'm hurt my love And I'm sure, no, no doctor got a cure My night nurse My night nurse My night nurse",reggae
"Fire, down below Fire, down below And the people dem a, running around And the people dem a, running around  How you not sleep, get a cup of tea How you not sleep, get a cup of tea I have a little tea pot, short and stout This is my handle and this is my spout A when I get my tea, yeah, then I will shout You gots to tip, tip it over People then you pour, you pour it out  A little fire, down below A little fire, down below  (..)  Fire, down below Fire, down below And the people dem a, running around And the people dem a, running around  How you not sleep, get a cup of tea How you not sleep, get a cup of tea I have a little tea pot, short and stout This is my handle and this is my spout A when I get my tea, yeah, then I will shout You gots to tip, tip it over People then you pour, you pour it out  A little fire, down below So fire, a down below  Fireman Water man Fireman Water man A two good man A two close man  The fireman a go down below Water man run with him hose The fireman a go down below Water man run with him hose  Fireman Water man Fireman Water man A two good man A two close man  The fireman a go down below Water man run with him hose The fireman a go down below Water man run with him hose..",reggae
"African, Jamaican Spending some time in foreign land African, Jamaican Spending some time in foreign land Nothing to declare Nothing to declare Nothing to declare Nothing to declare Nothing to declare Nothing to declare African, Jamaican Spending some time in foreign land African, Jamaican Spending some time in foreign land Nothing to declare Nothing to declare African, Jamaican Spending some time in foreign land African, Jamaican Spending some time in foreign land Nothing to declare Nothing to declare Nothing to declare African, Jamaican Spending some time in foreign land",reggae
"Until the philosophy which hold one race superior And another inferior Is finally and permanently Discredited and abandoned Everywhere is war Me say war That until there no longer first class and second class citizens of any nation Until the colour of a man's skin is of no more significance than the colour of his eyes Me say war That until the basic human rights are equally guaranteed to all Without regard to race Dis a war That until that day, dream of lasting peace, world citizenship Rule of international morality Will remain in but a fleeting illusion to be pursued, but never attained Now everywhere is war War And until the ignoble and unhappy regimes that hold our brothers in Angola In Mozambique, South Africa Sub-human bondage have been toppled, utterly destroyed Well, everywhere is war Me say war War in the east War in the west War up north War down south War, war Rumours of war And until that day the African continent will not know peace We Africans will fight, we find it necessary And we know we shall win, as we are confident In the victory Of good over evil Good over evil, yeah Good over evil Good over evil, yeah Good over evil Good over evil, yeah",reggae
"Sorry fi Maga Dog Him turn around bite you And if you jump outta fryin pan I know you jump inna fire yeah See you come from country in a country chuk Tell me say you a look a likkle wuk Gal go weh from dey Me no wan' fe see you 'round here Chorus When I were with you look how you big and fat Now you look like a real wet rat Gal, go weh from me Me no wan' fe see you 'round here Chorus Me jus' a do wha' me hafi do Me no ha nothin' more fi do with you And if you know wha' me know You galang go turn poppy-show Chorus Your father gi' you money fi buy piece of land You take your father money and buy obeah man But a young nay like you Should be cut with a filing tool Chorus",reggae
"Me nah give up Pains that I feel, whoa lord Grieve to be real I said the pains that I feel, whoa lord Grieve to be real But I know it's a Universal Universal tribulation I feel it and I know it It is a universal Universal tribulation (oh lord) I couldn't take any more Of your baton blows, na no I said your baton blows, yea Its got me moving slow (moving slow, slow) Universal Universal tribulation I feel it and I know it It is a universal Universal tribulation (oh lord) We not give up (not give up, no) Ya hear (or right here?) We not give up (not give up, no) We not give up While the children are crying Their mum is undying yea And while the grass is is a growin, lord knows All the horses is a starving, yea But na ne know, a dis a universal Universal tribulation I feel it as I tracked away Universal, universal tribulation I don't care what they wanna say Universal, universal tribulation You and I, you an I, you an I",reggae
"I'm a Mystic Man (such a Mystic Man) I'm just a Mystic Man (Mystic Man)  I man don't (I man don't, I man don't) I don't drink no champagne (don't drink no champagne) No I don't And I man don't (I man don't, I man don't) I don't sniff them cocaine (don't sniff no cocaine) Choke brain I man don't  (I man don't, I man don't) No I don't Don't take a morphine (don't take a morphine) Dangerous I man don't (I man don't, I man don't) I don't take no heroin (don't take no heroin) No no no  'Cause I'm a man of the past And I'm living in the present And I'm walking in the future Stepping in the future Man of the past And I'm living in the present And I'm walking in the future  I'm just a mystic man (such a Mystic Man) Got to be a mystic man (Mystic Man)  I man don't (I man don't, I man don't) Eat up your fried chicken (Eat up your fried chicken) Not lickin' I man don't (I man don't, I man don't) Eat up them frankfurters (Eat up the frankfurters) Garbage I man don't (I man don't, I man don't) Eat down the hamburger (Eat down the hamburger) Can't do that I man don't (I man don't, I man don't) Drink pink, blue, yellow, green soda (soda pop, soda pop)  'Cause I'm a man of the past And I'm living in the present And I'm walking in the future Stepping in the future Man of the past And I'm living in the present And I'm walking in the future Stepping in the future Keep on walking  Just a mystic man (such a Mystic Man) Got to be a mystic man (Mystic Man)  I man don't No I don't Play fools' games on Saturday And I man don't No I don't Congregate on a Sunday  (Such a Mystic Man) (Mystic Man) (Such a Mystic Man) (Mystic Man)  'Cause I'm a man of the past And I'm living in the present And I'm walking in the future Stepping in the future Man of the past And I'm living And I'm walking in the future Stepping in the future  Such a mystic man (such a Mystic Man) Got to be a mystic man (Mystic Man) Just a mystic man (such a Mystic Man) Such a. such a. such a (Mystic Man) Such a mystic man (such a Mystic Man) Mystic Man (Mystic Man) (Such a Mystic Man) Got to be a mystic man (Mystic Man) Morning, Midday, Night, and Evening (such a Mystic Man) (Mystic Man) Got to be Mystic, got to be positive (such a Mystic Man) Got to be a mystic man (Mystic Man)",reggae
"Get up in the morning, slaving for bread, sir So that every mouth can be fed Poor me, the Israelite, ah Get up in the morning, slaving for bread, sir So that every mouth can be fed Poor me, the Israelite My wife and my kids, they pack up and leave me Darling, she said, I was yours to be seen Poor, poor me, the Israelite Shirt them a-tear up, trousers are go I don't want to end up like Bonnie and Clyde Poor me, the Israelite After a storm there must be a calm If they catch me in the farm, you sound your alarm Poor, poor, poor me, the Israelite, yee I said I get up in the morning, slaving for bread, sir So that every mouth can be fed Poor me, the Israelite, ah I said my wife and my kids, they pack up and leave me Darling, she said, I was yours to be seen Poor me, the Israelite Look, me shirt them a-tear up, trousers are go I don't want to end up like Bonnie and Clyde Poor, poor me, the Israelite, ah After a storm there must be a calm If they catch me in the farm, you sound your alarm Poor, poor me, the Israelite, yee-ee-ee Poor, poor, poor, poor me, the Israelite I'm wondering and working so hard Poor, poor, poor, poor me, the Israelite I look down and out, sir",reggae
"Skylarking Skylarking That's what youths do today Skylarking Skylarking Before they stand up firm on their feet Get a little work, a little work And earn their bread honestly Begging you a five cent, sir Begging you a ten cent, sir Can not help, no, can not help So if you all keep on doing what you all are doing You will end up, up up in jail  Yeah  Begging you a five cent, sir Begging you a ten cent, sir Can not help, no, can not help So if you all keep on doing what you all are doing You will end up, up up in jail So if you all keep on doing what you all are doing You will end up, up up in jail  Skylarking Skylarking That's what youths do today Skylarking Skylarking Before they stand up firm on their feet Skylarking Skylarking That's what youths do today",reggae
"Well, den a nuff ghetto youths dat got no place to go Live night and day roamin' in the ghetto Most ghetto youths aint' got no place of their own Give dem some place so they can call there home And then most politician tellin' poor people lies And can't give no answer when di poor people cry We get ignorant, we bingy drum dem go rise Gimme some space so I can burn those guys Well, then most politicians fightin' gainst Rasta troops And makin' mistake and a tell poor people oops See dem a see dem a flex like some dapa's and doops Gimme some space to burn di nincompoops Well, why should ghetto youths dem have to war over cheese Wid these big machines that you brin' from over seas It burn up dem skin like some unwanted disease Gimme some space so I can burn dem please And then a big fire stick weh all a mek certain sound Pure gun shot me, a here a ring thru the town Everybody wanna be the modern day Al Capone Gimme some space so I can burn dem down Di youths dem a jump to every word that you said When gun shot a bust fi you pickny nuh dead Dem vex true we hail King Selassie instead Gimme some space and mek I burn dem red Well, nuff gyal a say dem want fi come a stage show And spar wid di stars so dem can jam a front row Well, nuff gyal a love man just fi di doe Gimme some space and mek I burn those hoes Politician used and refused but we won't take no more Never let you take advantage of the poor While di youths dem in the core, cryin' out for more You hide yourself behind your close door, close door Politician used and refused but we won't take no more Never let you take advantage of the poor While di youths dem in the core, crying out for more You hide yourself behind your close door, close door Weh the thugs dem are ready fi di conquerin' Lion of Judah is now wonderin' How some punks stand up one side ponderin' How di youths find roof to live under in And shine like a diamond twinklin' When they see me and di gyal dem minglin' Better watch how you group and singlin' Better mind who you feel and finglin' We don't join goose and ganderin' We don't join chumpas squanderin' And the sound of the album crampin' him Well, we don't play game when dem rampin' in Better watch as my timb boots stompin' in Tramplin' di camp dem campin' in And ah burn out the vampire, vampin' in Wi di, red burning lamp within After so much sleep and slumberin' Is now wonder di impress dumpin' him Youngest veteran will be pumpin' in Thumping in the club dem jumpin' in So wah, tell the people your bumpin' in Say wah, all mi colleagues dem chumpin' in After sleepless nights of samplin' The results can be life gamblin' Now don't stop by nor stumble in the jungle Where the royal a rumble in Someone cookie jar will be crumblin' And we don't mek room fi no fumblin' Well, careful how your entire in Certain after dark adventurin' Weh, you might have to be surrenderin' Mi sey all those jewels and Benjamin's Weh di thugs dem weh ready fi di wranglin' When the real Gideon is untanglin' And a drive inna prestige handlin' And a practice punk dismantlin' And a trod go a Binghi di thanks givin' Fi go hail up di elders skankin' in Fi guidance you thru the world weh di punks live in Burn the church weh di popes and munks live in Well, judgment fi dem tamperin' When dem grudge, 'cause a me di gyal pamperin' Mr. Bean just find and brind her in When dem can't find help nor hinderin' 'Cause di man wid di old big blunt a role Deh yah now fi go burn down bumbo hole Wid enough fire power fi di winter cold Weh, nuh rise till the revolution unfold Gimme some way and mek I burn those",reggae
"There's a natural mystic blowing through the air If you listen carefully now you will hear  This could be the first trumpet, might as well be the last Many more will have to suffer Many more will have to die Don't ask me why Things are not the way they used to be I won't tell no lie  One and all got to face reality now Though I've tried to find the answer to all the questions they ask Though I know it's impossible to go living through the past Don't tell no lie  There's a natural mystic blowing through the air Can't keep them down If you listen carefully now you will hear  Such a natural mystic, blowing through the air  This could be the first trumpet, might as well be the last Many more will have to suffer Many more will have to die - don't ask me why  There's a natural mystic blowing through the air I won't tell no lie If you listen carefully now you will hear There's a natural mystic blowing through the air  Such a natural mystic blowing through the air There's a natural mystic blowing through the air Such a natural mystic blowing through the air Such a natural mystic blowing through the air Such a natural mystic blowing through the air",reggae
"Some like it hot And some like it cold Some like it hot And some like it cold Some like it hot And some like it cold Some like it hot And some like it cold Yes, this old world is changing Yeah, only the earth is remaining As it was in the beginning, yeah Maybe I'm wrong or maybe I'm right But if we all should unite We all would see the light, ooh yes But then, yeah Some a like it hot tilly bop Some like it cold Some a like it hot tilly bop Some like it cold Some a like it hot tilly bop Some like it cold Some a like it hot tilly bop Some like it cold Living in this world You can't be a breaker, yeah Try to pave the way for the children You've gotta be helpful, yeah And in later days to come You'll be repaid By the Almighty One Oh Father, yeah Some like it hot And some like it cold Some a like it hot tilly bop Some like it cold Some like it hot And some like it cold Some like it hot tilly bop And some like it cold, yeah Some like it hot, yeah",reggae
"Yes Well it's all about the giurls  Well den a two gyal mi have and I am stuck in between One a hold out like she don't waht glive in One ah 21, di nedda one a 19 Now one a mi oman, and one a mi queen One face a rinkle wen mi laundry fi clean One cannot two get of my ital quizine She surly learnt about my kinhg sized tram One dominat, di nedda one reign supreme One very kind, di nedda one kindda mean One a rude gyal, di nedda one queaky clean Tree ah we togedda, dats my ideal dream One gyal so tight man have to use vasaline Next gyal so wide she mussi use gasoline Dem deh kind a gyal deh boost ur self esteme Mek you want to built your ownna housinng sceme Noting nuh change so disapline we a deem Real buffafol when a no rastafiri regime Bush bungalow a weh mi dwell wid mi queen Mek dem know tings are not always what them seem Two jealous oman is a dangerous sceme More time you mussi Double clip magazine Don't mek she find al the old 16 Two a dem a war and start blood up team I juniour gong the gyals dem tangerinze One looking like she couldda be a ballerine Next one delicate she coudda be a figurine Non a dem start move sideways and lean",reggae
"THE WOOD DRY BUT IT STILL HEAVY THE WOOD DRY BUT IT STILL HEAVY SO DRY,BONE DRY  IT WAS MORE DAN ONE AN TWO AN TREE AN FOUR AN FIVE AN SIX OF US WENT TO THE WOOD BUSH I MAN FORGOT I OX I SAID LEN MI YUH OX--WILL YOU LEN IT TO ME LEN MI YUH OX--LEN MI YUH OX LEN MI YUH OX  I KNOW AND MY MOTHER KNOW WE GOTS TO RUN AROUND AND PLAY SOME KIND OF GAME NOW I COME I SAY HELP ME DOWN--WILL SOMEONE HELP ME DOWN--DIS WOOD DRY BUT IT HEAVY HELP ME DOWN--GIVE I A HELPING HAND HELP ME DOWN--HELP ME DOWN  SOME HAVE A IRON ELECTRIC IRON SOME HAVE A IRON,WOOD FIYAH IRON ANYWAY,WARMUP YUH IRON PRESS UP DI UNIFORM DEM,KHAAKI PANTS AND SHIRT INVOLVE MONDAY MAWNING COMING SING IT SCHOOL DAYS,SCHOOL DAYS  PLEASE OBEY HEAR WHAT YOUR MOTHER SAY DIS IS -DIS IS- DIS IS- DIS IS SCHOOL DAYS,SCHOOL DAYS THE WOOD DRY BUT IT STILL HEAVY THE WOOD DRY BUT IT STILL HEAVY BONE DRY-BUT IT STILL HEAVY SO DRY,BUT IT STILL HEAVY WELL DRY-BUT IT STILL HEAVY DRYAH DAN DRY-BUT IT STILL HEAVY  THE WOOD DRY BUT IT STILL HEAVY THE WOOD DRY BUT IT STILL HEAVY YEEAAAAAAAHHH IT WAS MORE DAN 1 AN 2 AN 3 AN 4 AN 5 AN 6 OF US BEEN TO DI WOOD BUSH",reggae
"I read these things in prophecy! Oh-oh! Looks like the sun, it doesn’t shine for me Still I’m a-living, trying to be free But freedom is a must i know, no matter how they fuss and go on Because I read these things in prophecy When the rain stop falling down and they’ve got no water They gonna bow down to the ground, wishing that they were under And when the stars start falling down and fire’s burning, (red hot) There will be weeping and a gnashing of teeth ‘cause everyone will be Mourning A whole lot of people will be mourning, everyone will be mourning Seen a few will be mourning! Looks like the moon, it doesn’t shine for me. (Wonder why?) I’ve always tried to do right in the people’s sight? Oh well! But freedom is a messiah now, no matter how they fuss and go on! Because I read these things in prophecy Here’s what it says! When the rain stop falling down and they’ve got no water They gonna bow down to the ground, wishing that they were under And when the stars start falling down and fire’s burning, (rey dat) There will be weeping and a gnashing of teeth ‘cause everyone will be Mourning A whole lot of people will be mourning, everyone will be mourning Seen a few will be mourning, everyone will be mourning. Oh well! Say! Looks like the sun, it doesn’t shine for me Still I’m a-living, trying to be free But freedom is a messiah now, no matter how they fuss and go on Because I read these things in prophecy When the rain stop falling down and they’ve got no water, (What they Gonna drink?) They gonna bow down to the ground, wishing that they were under. (Oh well!) And when the stars start falling down and fire’s burning, (rey dat) There will be weeping and a gnashing of teeth ‘cause everyone will be Mourning Looks like the moon, it doesn’t shine for me. (Late at night!) All I’ve tried to do is good in the people’s sight But freedom is a must tonight, no matter how they fuss and fight! Because I read these things in prophecy Here’s what it says! When the rain stop falling down and they’ve got no water They gonna bow down to the ground, wishing that they were under…",reggae
"Ooh, yeah! All right! We're jammin' I wanna jam it with you We're jammin', jammin' And I hope you like jammin', too  Ain't no rules, ain't no vow, we can do it anyhow: I'n'I will see you through 'Cos everyday we pay the price, we're the living sacrifice Jammin' till the jam is through  We're jammin' To think that jammin' was a thing of the past We're jammin' And I hope this jam is gonna last  No bullet can stop us now, we neither beg nor we won't bow; Neither can be bought nor sold We all defend the right; Jah - Jah children must unite: Your life is worth much more than gold  We're jammin' (Jammin', jammin', jammin') And we're jammin' in the name of the Lord We're jammin' (Jammin', jammin', jammin') We're jammin' right straight from yard  Yeh! Holy Mount Zion Holy Mount Zion: Jah seated in Mount Zion And rules all creation  Yeah, we're - we're jammin' (Wotcha-wa) Wotcha-wa-wa-wa, we're jammin' (Wotcha-wa) See, I wanna jam it wid you We're jammin' (Jammin', jammin', jammin') I'm jammed: I hope you're jammin', too  Jam's about my pride and truth I cannot hide To keep you satisfied True love that now exist is the love I can't resist So jam by my side  We're Jammin' (Jammin', jammin', jammin'), yeah-eah-eah! I wanna jam it wid you We're jammin', we're jammin', we're jammin', we're jammin' We're jammin', we're jammin', we're jammin', we're jammin'; Hope you like jammin', too We're jammin', we're jammin' (Jammin') We're jammin', we're jammin' (Jammin') I wanna (I wanna jam it wid you) - I wanna - I wanna jam wid you now Jammin', jammin' (Hope you like jammin' too) Eh-eh! I hope you like jammin', I hope you like jammin' 'Cause (I wanna jam it wid you). I wanna jam it wid you I like - I hope you - I hope you like jammin', too I wanna jam it; I wanna jam it",reggae
"Everyone is crying out for peace, yes None is crying out for justice Everyone is crying out for peace, yes None is crying out for justice  I don't want no peace I need equal rights and justice I need equal rights and justice I need equal rights and justice Got to get it Equal rights and justice  Everybody want to go to heaven But nobody want to die (father of Jesus) Everybody want to go to up to heaven But none o them, none o them want to die  I don't want no peace I man need equal rights and justice I got to get it Equal rights and justice I really need it Equal rights and justice Just give me my share Equal rights and justice  What is due to Caesar You better give it on to Caesar And what belong to I and I You better, you better give it up to I  Cause I don't want no peace I need equal rights and justice I need equal rights and justice I got to get it Equal rights and justice I'm fighting for it Equal rights and justice  Everyone headed for the top But tell me how far is it from the bottom Nobody knows but Everybody fighting to reach the top How far is it from the bottom  I don't want no peace I want equal rights and justice I need equal rights and justice I got to get it Equal rights and justice I really need it Equal rights and justice  Everyone is talking about crime Tell me who are the criminals? I said everybody's talking about crime, crime Tell me who, who are the criminals? I really don't see them  I don't want no peace I need equal rights and justice Got to get equal rights and justice And there'll be no crime Equal rights and justice There'll be no criminals Equal rights and justice Everyone is fighting for Equal rights and justice Palestine is fighting for Equal rights and justice Down in Angola Equal rights and justice Down in Botswana Equal rights and justice Down in Zimbabwe Equal rights and justice Down in Rhodesia Equal rights and justice Right here in Jamaica Equal rights and justice",reggae
"Stir it up; little darling, stir it up. Come on, baby Come on and stir it up: little darling, stir it up. O-oh!  It's been a long, long time, yeah! (stir it, stir it, stir it together) Since I got you on my mind. (ooh-ooh-ooh-ooh) Oh-oh! Now you are here (stir it, stir it, stir it together), I said It's so clear To see what we could do baby, (ooh-ooh-ooh-ooh) Just me and you  Come on and stir it up; I will say, little darling! Stir it up; come on, baby! Come on and stir it up, yeah! Little darling, stir it up! O-oh! Verse  I will push the wood (stir it, stir it, stir it together) Then I blaze your fire Then I will satisfy your heart's desire. (ooh-ooh-ooh-ooh) Said, I stir it every (stir it, stir it, stir it together) Every minute All you got to do, baby, (ooh-ooh-ooh-ooh) Is keep it in, eh!  Come on and stir it up; I will say, little darling! Stir it up; come on, baby! Come on and stir it up, yeah! Little darling, stir it up! O-oh!  Quench me when I am thirsty Come on and cool me down, baby, when I am hot. (ooh-ooh-ooh-ooh) Your recipe darling is so tasty When you show and stir your pot. (ooh-ooh-ooh-ooh)  Come on and stir it up; I will say, little darling! Stir it up; come on, baby! Come on and stir it up, yeah! Little darling, stir it up! O-oh!   Come on and stir it up; I will say, little darling! Stir it up; come on, baby! Come on and stir it up, yeah! Little darling, stir it up! O-oh!",reggae
"She love to party, have a good time She looks so hearty, feeling fine She loves to smoke, sometime shifting coke She'll be laughing when there ain't no joke  A pimper's paradise: that's all she was now A pimper's paradise: that's all she was A pimper's paradise: that's all she was now Pimper's paradise: that's all she was (Every need got an ego to feed Every need got an ego to feed)  She loves to model up in the latest fashion She's in the scramble and she moves with passion She's getting high, trying to fly the sky Yeah! Now she is bluesin' when there ain't no blues   A pimper's paradise: that's all she was now A pimper's paradise: that's all she was A pimper's paradise: I'm sorry for the victim now Oh, now soon their (pimper's paradise) - soon their heads - soon their Soon their very heads will bow (Pimper's paradise) Don't lose track - don't lose track of yourself, oh no! (Pimper's paradise) Don't be just a stock - a stock on the shelf Stock on the shelf (Pimper's paradise) that's all she was now",reggae
I Jr.Gong long side Yami Bolo Come to tell you a little story about the girl next door Certain tings can happen but she will never know Unless she come ah di Rasta man stage show I Jr.Gong man have the love connection Come fi sail like a big boat across the ocean So come and get yourself inna di love motion You have di Rastaman wid di love potion  She needs my love She said she needs my love She need my love She said she need Jah love She needs my love She said she needs my love She need my love She said she need Jah love  She is a girlfriend She live next door I think I've seen her That face before Her memories can't Erase from my mind I love ya angel One of a kind  She needs my love She said she needs my love She need my love She said she need Jah love She needs my love She said she needs my love She need my love She said she need Jah love  Well den she see me and she ball out YO !! Jr.Gong Di searching shall end Where the searching begun She need a bed room bully Who's a real rangatan She love me like how black yankee Love Farrakhan Well she's very impressed With the youngest veteran She started realizing There's no better man Now when time rain a fall I become di weather man Performing every one of Her stage show dem fi long I beg ya pardon deh Miss kinky walking Bright like sunlight When me glimpse you dis morning Come down to night You ah mi moon shine darling Mash up mi head All when ah you mi eye balling Ready fi di hundred With out no stalling Ince comes the youngest Signal and warning Big trampoline For di bedroom brawling Cause she's not just Good she's appalling Her performances Deserve applauding  She needs my love She said she needs my love She need my love She said she need Jah love She needs my love She said she needs my love She need my love She said she need Jah love  Precious trinket Tell her fi link it Me nah sink it To piece and bit When it come down to loving It's a perfect fit Whole heap ah more loving And we just nah quit She can't tek the vibe Of Babylon dem spirit Straight up loving And ah nah no bull Ah Rastafari bless her With di ting she have She have all right reserve Fi she galang bad Fresher than a vegetable Inna mi market bag Any time she come link up me ends Me glad Well ah she a get di money And a spend di wad Cuase me know the chumpas Will not be squandered She mek me start sing Some Ray Charles ballad Cause the style of the loving Is not just a fad  She need a lover To hug and squeeze her tight She need a man to Come home at night But he's always working That's what she say I had to tell her Go home and pray  She needs my love She said she needs my love She need my love She said she need Jah love She needs my love She said she needs my love She need my love She said she need Jah love  Well den she see me and she ball out YO !! Jr.Gong Di searching shall end Where the searching begun She need a bed room bully Who's a real rangatan She love me like how black yankee Love Farrakhan Well she's very impressed With the youngest veteran She started realizing There's no better man Now when time rain a fall I become di weather man Performing every one of Her stage show dem fi long I beg ya pardon deh Miss kinky walking Bright like sunlight When me glimpse you dis morning,reggae
